particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
0,255,20,-7.434319019317627,-150.32415771484375,0,0.99984514713287354,2.2024451027391478e-05,-1.6968802810879424e-05,0,0,0,0,0,0
0,511,40,-7.4338765144348145,-150.32449340820312,0,0.9996986985206604,-0.0012288179714232683,-0.00048305376549251378,0,0,0,0,0,0
0,767,60,-7.4584016799926758,-150.33430480957031,0,0.99954468011856079,-0.0018257985357195139,0.00045429516467265785,0,0,0,0,0,0
0,1023,80,-7.494987964630127,-150.325439453125,0,0.99934506416320801,-0.0041254670359194279,0.0012682387605309486,0,0,0,0,0,0
0,1279,100,-7.5777015686035156,-150.30055236816406,0,0.99910187721252441,-0.0041586589068174362,0.0011884882114827633,0,0,0,0,0,0
0,1535,120,-7.6610903739929199,-150.27726745605469,0,0.99898254871368408,-0.0042101596482098103,0.00082036101957783103,0,0,0,0,0,0
0,1791,140,-7.7454757690429688,-150.2613525390625,0,0.99885070323944092,-0.0036777369678020477,0.0010667326860129833,0,0,0,0,0,0
0,2047,160,-7.8192415237426758,-150.24043273925781,0,0.99830067157745361,-0.0042460076510906219,-0.00049392605433240533,0,0,0,0,0,0
0,2303,180,-7.9042448997497559,-150.25083923339844,0,0.99812185764312744,-0.0038875776808708906,-0.00020398615743033588,0,0,0,0,0,0
