measurement_id,geometry_id,local_key,local0,local1,phi,theta,time,var_local0,var_local1,var_phi,var_theta,var_time
0,255,unknown,45.172286987304688,-187.15599060058594,-0.00091028946917504072,1.5704954862594604,0,0.0025000001769512892,0.0025000001769512892,0,0,0
1,511,unknown,45.249992370605469,-187.11039733886719,-0.0013988577993586659,1.5703552961349487,0,0.0025000001769512892,0.0025000001769512892,0,0,0
2,767,unknown,45.241245269775391,-187.09841918945312,0.0004870984994340688,1.5700609683990479,0,0.0025000001769512892,0.0025000001769512892,0,0,0
3,1023,unknown,45.153541564941406,-187.07696533203125,0.00060010963352397084,1.5699156522750854,0,0.0025000001769512892,0.0025000001769512892,0,0,0
4,1279,unknown,45.236865997314453,-187.15216064453125,7.9960947914514691e-05,1.5694770812988281,0,0.0025000001769512892,0.0025000001769512892,0,0,0
5,1535,unknown,45.245979309082031,-187.03010559082031,0.00053576589561998844,1.5696403980255127,0,0.0025000001769512892,0.0025000001769512892,0,0,0
6,1791,unknown,45.351154327392578,-187.06002807617188,0.00066515454091131687,1.5698097944259644,0,0.0025000001769512892,0.0025000001769512892,0,0,0
7,2047,unknown,45.221904754638672,-187.10737609863281,7.1468297392129898e-05,1.5706684589385986,0,0.0025000001769512892,0.0025000001769512892,0,0,0
8,2303,unknown,45.285820007324219,-186.99919128417969,-0.0010152405593544245,1.5705350637435913,0,0.0025000001769512892,0.0025000001769512892,0,0,0
